query_case_id,case_id,user_id,image_id,image_label,selected_option,satisfaction,confidence,understanding,mean_helpfulness,age_range,education_level,occupation_raw,ai_knowledge_level,domain_knowledge_level,preferred_response_length,preferred_technical_level,preferred_format,perceived_error_impact,preferred_explanation_types_raw,main_goals_raw,case_local_id,timestamp,occupation_list,ai_knowledge_raw,ai_knowledge_desc,domain_knowledge_raw,domain_knowledge_desc,preferred_explanation_types_list,main_goals_list,free_comment,original_image_path,domain,model_predicted_class,model_confidence,initial_description,vqa_support_description,option_A_type,option_B_type,option_C_type,option_D_type,option_E_type,option_F_type,similarity
C0131,C0032,U003,10,img_10,Opción C,3,3,3,3.0,18–24,Grado,"Estudiante, Desarrolladora",5,2,Corta: solo lo esencial,Técnico: explicación más especializada y precisa,Texto breve + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",10,2026-03-26 18:02:08.412,"[""Estudiante"", ""Desarrolladora""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/0075679b808245e7.jpg,Naturaleza / animales,Elefante,,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.","The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.7826895211206686
C0131,C0164,U015,10,img_10,Opción B,3,3,4,3.3333333333333335,18–24,Grado,"Estudiante, Investigador/a (académico)",5,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",10,2026-04-04 21:17:50.679,"[""Estudiante"", ""Investigador/a (académico)""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Poner en qué clase clasificó cada imagen el modelo y con que accuracy,/Users/haojie/Desktop/TFM/Imagenes/original/0075679b808245e7.jpg,Naturaleza / animales,Elefante,,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.","The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.778067767010268
C0132,C0264,U024,11,img_11,Opción F (Ninguna),1,1,2,1.3333333333333333,18–24,Grado,Estudiante,4,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Eficiencia: comprender la respuesta de forma rápida, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema",11,2026-04-07 10:24:59.419,"[""Estudiante""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Eficiencia: comprender la respuesta de forma rápida"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.8737737280622002
C0132,C0088,U008,11,img_11,Opción B,2,1,2,1.6666666666666667,18–24,Grado,Estudiante,3,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto breve + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti",11,2026-04-04 19:24:25.918,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti""]",,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.7878283393284227
C0132,C0121,U011,11,img_11,Opción B,4,4,4,4.0,18–24,Grado,Estudiante,5,2,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Eficiencia: comprender la respuesta de forma rápida, Efectividad: recibir una explicación útil para realizar mejor la tarea, Persuasión: convencerte de que la decisión del sistema está justificada, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",11,2026-04-04 19:29:27.951,"[""Estudiante""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Eficiencia: comprender la respuesta de forma rápida"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Persuasión: convencerte de que la decisión del sistema está justificada"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Una breve explicación de los métodos de detección de los animales usados estaría bien. Para entender un poco que es lo que están haciendo en cada paso,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.7875815125352423
C0132,C0033,U003,11,img_11,Opción D,4,4,4,4.0,18–24,Grado,"Estudiante, Desarrolladora",5,2,Corta: solo lo esencial,Técnico: explicación más especializada y precisa,Texto breve + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Satisfacción: que la explicación resulte clara y útil para ti, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",11,2026-03-26 18:02:08.412,"[""Estudiante"", ""Desarrolladora""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.7826895211206686
C0132,C0165,U015,11,img_11,Opción B,4,4,5,4.333333333333333,18–24,Grado,"Estudiante, Investigador/a (académico)",5,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",11,2026-04-04 21:17:50.679,"[""Estudiante"", ""Investigador/a (académico)""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Poner en qué clase clasificó cada imagen el modelo y con que accuracy,/Users/haojie/Desktop/TFM/Imagenes/original/001ef0f9885fa3d4.jpg,Naturaleza / animales,Tortuga,,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.778067767010268
C0133,C0177,U017,1,img_01,Opción B,2,2,2,2.0,18–24,Grado,Estudiante,3,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Principalmente visual,Alto: el error podría tener consecuencias importantes,"Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",1,2026-04-05 22:00:28.342,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.42954569276574517
C0133,C0210,U020,1,img_01,Opción A,4,5,5,4.666666666666667,35–44,Doctorado,"Investigador/a (académico), Docente / profesor/a",3,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",1,2026-04-06 15:21:08.161,"[""Investigador/a (académico)"", ""Docente / profesor/a""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.42314812173074384
C0133,C0012,U002,1,img_01,Opción A,3,2,3,2.6666666666666665,18–24,Grado,Profesional de otro sector,4,2,Media: explicación breve con algo de detalle,Simple: lenguaje claro y sin tecnicismos,Texto detallado + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen), No tengo preferencia / me da igual","Transparencia: entender por qué el sistema tomó esa decisión, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",1,2026-03-26 17:14:42.568,"[""Profesional de otro sector""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)"", ""No tengo preferencia / me da igual""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.41946616590680713
C0133,C0100,U010,1,img_01,Opción A,4,4,4,4.0,18–24,Grado,Estudiante,4,4,Corta: solo lo esencial,Simple: lenguaje claro y sin tecnicismos,Me da igual,Medio: el error podría causar cierta confusión o problema,No tengo preferencia / me da igual,"Eficiencia: comprender la respuesta de forma rápida, Confianza: sentir mayor seguridad en la respuesta del sistema",1,2026-04-04 19:28:52.714,"[""Estudiante""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","4 Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","Alto: distingo especies similares y detalles (familias, comportamiento, hábitat).","[""No tengo preferencia / me da igual""]","[""Eficiencia: comprender la respuesta de forma rápida"", ""Confianza: sentir mayor seguridad en la respuesta del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.41933975113660915
C0133,C0155,U015,1,img_01,Opción B,4,4,5,4.333333333333333,18–24,Grado,"Estudiante, Investigador/a (académico)",5,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",1,2026-04-04 21:17:50.679,"[""Estudiante"", ""Investigador/a (académico)""]","5 Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.","Experto: trabajo/investigo en IA; implemento, entreno y evalúo modelos con regularidad.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",Poner en qué clase clasificó cada imagen el modelo y con que accuracy,/Users/haojie/Desktop/TFM/Imagenes/original/0031229b7741a1d7.jpg,Naturaleza / animales,Aguila,,Ave rapaz posada en guante junto a una persona,Original image used as the reference for comparing the XAI explanations.,Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.39867575529001753
C0134,C0178,U017,2,img_02,Opción A,3,3,3,3.0,18–24,Grado,Estudiante,3,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Principalmente visual,Alto: el error podría tener consecuencias importantes,"Explicaciones con comparaciones o contraejemplos, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Detección de errores(Debugging): detectar fallos, errores o comportamientos inesperados del sistema, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",2,2026-04-05 22:00:28.342,"[""Estudiante""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Detección de errores(Debugging): detectar fallos"", ""errores o comportamientos inesperados del sistema"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/00b5f68e0957cca9.jpg,Naturaleza / animales,Pato,,"A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.","The base image shows: A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.42954569276574517
C0134,C0211,U020,2,img_02,Opción A,4,5,5,4.666666666666667,35–44,Doctorado,"Investigador/a (académico), Docente / profesor/a",3,3,Media: explicación breve con algo de detalle,"Intermedio: algunos términos técnicos, pero fáciles de seguir",Texto detallado + imagen,Alto: el error podría tener consecuencias importantes,"Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen)","Transparencia: entender por qué el sistema tomó esa decisión, Confianza: sentir mayor seguridad en la respuesta del sistema, Satisfacción: que la explicación resulte clara y útil para ti, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema",2,2026-04-06 15:21:08.161,"[""Investigador/a (académico)"", ""Docente / profesor/a""]","3 Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.","Nivel usuario: la he usado alguna vez y entiendo conceptos básicos (modelo, datos, entrenamiento) sin detalle técnico.",3 Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,Intermedio: suelo identificar bastantes y entiendo rasgos/hábitats generales.,"[""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Confianza: sentir mayor seguridad en la respuesta del sistema"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema""]",,/Users/haojie/Desktop/TFM/Imagenes/original/00b5f68e0957cca9.jpg,Naturaleza / animales,Pato,,"A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.","The base image shows: A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.42314812173074384
C0134,C0013,U002,2,img_02,Opción A,3,4,4,3.6666666666666665,18–24,Grado,Profesional de otro sector,4,2,Media: explicación breve con algo de detalle,Simple: lenguaje claro y sin tecnicismos,Texto detallado + imagen,Medio: el error podría causar cierta confusión o problema,"Explicaciones con ejemplos similares, Explicaciones con comparaciones o contraejemplos, Explicaciones centradas en atributos o características concretas, Explicaciones basadas en reglas o razonamientos paso a paso, Explicaciones visuales (zonas destacadas en la imagen), No tengo preferencia / me da igual","Transparencia: entender por qué el sistema tomó esa decisión, Efectividad: recibir una explicación útil para realizar mejor la tarea, Satisfacción: que la explicación resulte clara y útil para ti, Educación: aprender más sobre la imagen, el problema o el funcionamiento del sistema, Escrutinio: evaluar críticamente si la decisión del sistema es adecuada, razonable o justa",2,2026-03-26 17:14:42.568,"[""Profesional de otro sector""]","4 Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","Nivel técnico: he estudiado IA/ML o he hecho proyectos; entiendo métricas, redes neuronales, overfitting, etc.","2 Básico: reconozco animales comunes (león, elefante…), poco más.","Básico: reconozco animales comunes (león, elefante…), poco más.","[""Explicaciones con ejemplos similares"", ""Explicaciones con comparaciones o contraejemplos"", ""Explicaciones centradas en atributos o características concretas"", ""Explicaciones basadas en reglas o razonamientos paso a paso"", ""Explicaciones visuales (zonas destacadas en la imagen)"", ""No tengo preferencia / me da igual""]","[""Transparencia: entender por qué el sistema tomó esa decisión"", ""Efectividad: recibir una explicación útil para realizar mejor la tarea"", ""Satisfacción: que la explicación resulte clara y útil para ti"", ""Educación: aprender más sobre la imagen"", ""el problema o el funcionamiento del sistema"", ""Escrutinio: evaluar críticamente si la decisión del sistema es adecuada"", ""razonable o justa""]",,/Users/haojie/Desktop/TFM/Imagenes/original/00b5f68e0957cca9.jpg,Naturaleza / animales,Pato,,"A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.","The base image shows: A close-up profile of a duck showcases its vibrant green head, contrasting black and brown feathers, and a bright yellow beak, set against a plain white background.. Original image used as the reference for comparing the XAI explanations.",Anchor,Grad-CAM,Integrated Gradients,LIME,Saliency,,0.41946616590680713
