case_id,method,folder,image_path,file_name,caption_original,caption_xai,descripcion
image06,integrated_gradients,output_ig,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_ig/image06_ig.png,image06_ig.png,"A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.","This XAI visualization compares an original image of a white tiger with its Integrated Gradients (IG) absolute value heatmap, showing a grayscale representation of feature importance, and an overlay highlighting the tiger's body with a score of 0.38, indicating areas of significant contribution to the model's prediction, primarily focusing on the tiger's form and texture.","The base image shows: A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.. Method integrated_gradients: Integrated Gradients assigns importance to pixels by comparing the image with a baseline reference; the most intense regions concentrate the strongest contribution to the prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a white tiger with its Integrated Gradients (IG) absolute value heatmap, showing a grayscale representation of feature importance, and an overlay highlighting the tiger's body with a score of 0.38, indicating areas of significant contribution to the model's prediction, primarily focusing on the tiger's form and texture.."
image06,lime,output_lime,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_lime/image06_lime.png,image06_lime.png,"A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.","This XAI visualization compares an original image of a white tiger with a superpixel mask and a LIME tiger explanation, highlighting the tiger's outline in yellow, indicating the model's focus on the tiger's shape and features, suggesting that these visual elements are crucial for the model's decision-making process.","The base image shows: A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.. Method lime: LIME divides the image into superpixels and marks the regions that most support the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a white tiger with a superpixel mask and a LIME tiger explanation, highlighting the tiger's outline in yellow, indicating the model's focus on the tiger's shape and features, suggesting that these visual elements are crucial for the model's decision-making process.."
image06,original,original,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/original/image06.jpg,image06.jpg,"A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.",,"The base image shows: A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.. Original image used as the reference for comparing the XAI explanations."
image06,saliency,output_saliency,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_saliency/image06_saliency.png,image06_saliency.png,"A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.","This XAI visualization compares an original image of a white tiger with its saliency map and an overlay, highlighting areas of high importance for tiger detection, indicated by warm, bright spots on the tiger's body, suggesting the model focuses on distinct features like stripes and facial patterns to identify the subject.","The base image shows: A majestic white tiger with distinct black stripes stands alert on a rocky surface, surrounded by lush green foliage and trees in a naturalistic setting.. Method saliency: Saliency Maps highlight the pixels where small changes would most affect the model output; brighter areas indicate greater sensitivity. The generated visualization can be visually described as: This XAI visualization compares an original image of a white tiger with its saliency map and an overlay, highlighting areas of high importance for tiger detection, indicated by warm, bright spots on the tiger's body, suggesting the model focuses on distinct features like stripes and facial patterns to identify the subject.."
image07,anchor,output_anchor,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_anchor/image07_anchor.png,image07_anchor.png,"A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.","This XAI visualization compares an original image of an American egret with its masked anchor, superpixel segmentation, and an overlay highlighting the bird's presence with warm, bright regions, indicating high precision (0.97) and moderate coverage (0.26), suggesting effective segmentation and detection of the bird in the scene.","The base image shows: A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.. Method anchor: Anchor Image identifies a set of superpixels that act as a sufficient rule for preserving the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of an American egret with its masked anchor, superpixel segmentation, and an overlay highlighting the bird's presence with warm, bright regions, indicating high precision (0.97) and moderate coverage (0.26), suggesting effective segmentation and detection of the bird in the scene.. Anchor metadata: predicted class 'American egret', probability 0.127, precision 0.975, coverage 0.257, anchor superpixels [8, 6]."
image07,gradcam,output_gradcam,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_gradcam/image07_gradcam.png,image07_gradcam.png,"A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.","This XAI visualization compares an original image of an American egret with a heatmap and an overlay, highlighting the bird's body and head in warm, bright colors, indicating areas of high importance or confidence in the model's classification, suggesting the model focuses on these regions to identify the bird.","The base image shows: A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.. Method gradcam: Grad-CAM highlights the warm regions of the map as the most relevant areas, indicating the parts of the image that most influenced the predicted class. The generated visualization can be visually described as: This XAI visualization compares an original image of an American egret with a heatmap and an overlay, highlighting the bird's body and head in warm, bright colors, indicating areas of high importance or confidence in the model's classification, suggesting the model focuses on these regions to identify the bird.."
image07,integrated_gradients,output_ig,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_ig/image07_ig.png,image07_ig.png,"A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.","This XAI visualization compares an original image of an American egret with its corresponding IG |abs| (gris) mask, IG heatmap, and an overlay, highlighting the bird's features with warm, bright regions that suggest the model's focus on the egret's head, neck, and body, indicating these areas as significant for identification.","The base image shows: A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.. Method integrated_gradients: Integrated Gradients assigns importance to pixels by comparing the image with a baseline reference; the most intense regions concentrate the strongest contribution to the prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of an American egret with its corresponding IG |abs| (gris) mask, IG heatmap, and an overlay, highlighting the bird's features with warm, bright regions that suggest the model's focus on the egret's head, neck, and body, indicating these areas as significant for identification.."
image07,lime,output_lime,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_lime/image07_lime.png,image07_lime.png,"A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.","This XAI visualization compares an original image of an American egret with a superpixel mask and a LIME explanation, highlighting the bird's body and head in yellow, indicating areas of high importance for the model's classification decision, suggesting that these features are critical for identifying the egret.","The base image shows: A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.. Method lime: LIME divides the image into superpixels and marks the regions that most support the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of an American egret with a superpixel mask and a LIME explanation, highlighting the bird's body and head in yellow, indicating areas of high importance for the model's classification decision, suggesting that these features are critical for identifying the egret.."
image07,original,original,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/original/image07.jpg,image07.jpg,"A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.",,"The base image shows: A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.. Original image used as the reference for comparing the XAI explanations."
image07,saliency,output_saliency,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_saliency/image07_saliency.png,image07_saliency.png,"A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.","This XAI visualization compares an original image of an American egret with its saliency map and an overlay, highlighting the bird's features with warm, bright regions, indicating areas of high importance for the model's classification decision, suggesting the egret's distinct shape and coloration are key factors in its identification.","The base image shows: A black-and-white bird with a slender neck and long legs stands in shallow water, its reflection mirrored on the calm surface, creating a serene and symmetrical scene.. Method saliency: Saliency Maps highlight the pixels where small changes would most affect the model output; brighter areas indicate greater sensitivity. The generated visualization can be visually described as: This XAI visualization compares an original image of an American egret with its saliency map and an overlay, highlighting the bird's features with warm, bright regions, indicating areas of high importance for the model's classification decision, suggesting the egret's distinct shape and coloration are key factors in its identification.."
image08,anchor,output_anchor,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_anchor/image08_anchor.png,image08_anchor.png,"A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.","This XAI visualization compares an original image of a butterfly on a leaf with its masked anchor representation, superpixel segmentation, and an overlay highlighting the butterfly with a precision of 1.00 and coverage of 0.52, indicating the model's focus on the butterfly while also capturing surrounding areas.","The base image shows: A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.. Method anchor: Anchor Image identifies a set of superpixels that act as a sufficient rule for preserving the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a butterfly on a leaf with its masked anchor representation, superpixel segmentation, and an overlay highlighting the butterfly with a precision of 1.00 and coverage of 0.52, indicating the model's focus on the butterfly while also capturing surrounding areas.. Anchor metadata: predicted class 'admiral', probability 0.314, precision 1.000, coverage 0.518, anchor superpixels [5]."
image08,gradcam,output_gradcam,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_gradcam/image08_gradcam.png,image08_gradcam.png,"A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.","This XAI visualization compares an original image of a butterfly on a plant with a heatmap and an overlay, highlighting the butterfly's features in warm, bright colors, indicating the model's focus on the butterfly's pattern and shape, suggesting the butterfly is the primary subject of interest with a high confidence score of 6.40.","The base image shows: A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.. Method gradcam: Grad-CAM highlights the warm regions of the map as the most relevant areas, indicating the parts of the image that most influenced the predicted class. The generated visualization can be visually described as: This XAI visualization compares an original image of a butterfly on a plant with a heatmap and an overlay, highlighting the butterfly's features in warm, bright colors, indicating the model's focus on the butterfly's pattern and shape, suggesting the butterfly is the primary subject of interest with a high confidence score of 6.40.."
image08,integrated_gradients,output_ig,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_ig/image08_ig.png,image08_ig.png,"A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.","This XAI visualization compares an original image of a butterfly on a leaf with its corresponding IG |abs| (gris) grayscale representation, IG heatmap, and an overlay highlighting the butterfly as an ""admiral"" with a confidence score of 0.31, indicating the model's focus on the butterfly's features as key for its classification.","The base image shows: A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.. Method integrated_gradients: Integrated Gradients assigns importance to pixels by comparing the image with a baseline reference; the most intense regions concentrate the strongest contribution to the prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a butterfly on a leaf with its corresponding IG |abs| (gris) grayscale representation, IG heatmap, and an overlay highlighting the butterfly as an ""admiral"" with a confidence score of 0.31, indicating the model's focus on the butterfly's features as key for its classification.."
image08,lime,output_lime,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_lime/image08_lime.png,image08_lime.png,"A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.","This XAI visualization compares an original image of a butterfly on grass with a superpixel mask and a LIME (Local Interpretable Model-agnostic Explanations) heatmap, highlighting the butterfly's outline in yellow, indicating its significant contribution to the model's classification as a ""LIME admiral"" with a score of 0.31, suggesting the butterfly's features are crucial for the model's decision.","The base image shows: A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.. Method lime: LIME divides the image into superpixels and marks the regions that most support the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a butterfly on grass with a superpixel mask and a LIME (Local Interpretable Model-agnostic Explanations) heatmap, highlighting the butterfly's outline in yellow, indicating its significant contribution to the model's classification as a ""LIME admiral"" with a score of 0.31, suggesting the butterfly's features are crucial for the model's decision.."
image08,original,original,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/original/image08.jpg,image08.jpg,"A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.",,"The base image shows: A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.. Original image used as the reference for comparing the XAI explanations."
image08,saliency,output_saliency,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_saliency/image08_saliency.png,image08_saliency.png,"A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.","This XAI visualization compares an original image of a butterfly on grass with a saliency map highlighting areas of high importance in blue, and an overlay indicating the butterfly as an ""admiral"" with a logit score of 6.40, suggesting the model's focus on the butterfly's distinct features for accurate classification.","The base image shows: A butterfly with black wings adorned with orange and white spots rests on a white wooden structure, surrounded by tall green leaves and a blurred green background.. Method saliency: Saliency Maps highlight the pixels where small changes would most affect the model output; brighter areas indicate greater sensitivity. The generated visualization can be visually described as: This XAI visualization compares an original image of a butterfly on grass with a saliency map highlighting areas of high importance in blue, and an overlay indicating the butterfly as an ""admiral"" with a logit score of 6.40, suggesting the model's focus on the butterfly's distinct features for accurate classification.."
image09,anchor,output_anchor,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_anchor/image09_anchor.png,image09_anchor.png,"A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event.","This XAI visualization compares an original image with an anchor-based masked version, superpixel segmentation, and an overlay chain mail explanation, highlighting the bird and the person's arm as key features, suggesting these elements are crucial for the model's decision-making process.","The base image shows: A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event. Method anchor: Anchor Image identifies a set of superpixels that act as a sufficient rule for preserving the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image with an anchor-based masked version, superpixel segmentation, and an overlay chain mail explanation, highlighting the bird and the person's arm as key features, suggesting these elements are crucial for the model's decision-making process.. Anchor metadata: predicted class 'chain mail', probability 0.018, precision 1.000, coverage 0.061, anchor superpixels [2, 0, 3, 1]."
image09,gradcam,output_gradcam,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_gradcam/image09_gradcam.png,image09_gradcam.png,"A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event.","This XAI visualization compares an original image of a man holding a bird with a heatmap and an overlay, highlighting the bird as the primary focus with warm, bright regions, suggesting the model's attention is concentrated on the bird, as indicated by the logit value of 3.37.","The base image shows: A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event. Method gradcam: Grad-CAM highlights the warm regions of the map as the most relevant areas, indicating the parts of the image that most influenced the predicted class. The generated visualization can be visually described as: This XAI visualization compares an original image of a man holding a bird with a heatmap and an overlay, highlighting the bird as the primary focus with warm, bright regions, suggesting the model's attention is concentrated on the bird, as indicated by the logit value of 3.37.."
image09,integrated_gradients,output_ig,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_ig/image09_ig.png,image09_ig.png,"A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event.","This XAI visualization compares an original image of a person holding a bird with a red shirt and a glove, alongside an IG |abs| (gris) grayscale image highlighting areas of importance, an IG heatmap emphasizing the bird and glove with bright blue regions, and an overlay chain mail visualization with a 0.02 threshold, indicating the bird and glove as key features contributing to the model's decision-making process.","The base image shows: A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event. Method integrated_gradients: Integrated Gradients assigns importance to pixels by comparing the image with a baseline reference; the most intense regions concentrate the strongest contribution to the prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a person holding a bird with a red shirt and a glove, alongside an IG |abs| (gris) grayscale image highlighting areas of importance, an IG heatmap emphasizing the bird and glove with bright blue regions, and an overlay chain mail visualization with a 0.02 threshold, indicating the bird and glove as key features contributing to the model's decision-making process.."
image09,lime,output_lime,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_lime/image09_lime.png,image09_lime.png,"A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event.","This XAI visualization compares an original image of a man holding a bird with a superpixel mask and a LIME chain mail explanation, highlighting the bird and the man's arm as key features, suggesting these elements are significant in the model's decision-making process.","The base image shows: A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event. Method lime: LIME divides the image into superpixels and marks the regions that most support the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a man holding a bird with a superpixel mask and a LIME chain mail explanation, highlighting the bird and the man's arm as key features, suggesting these elements are significant in the model's decision-making process.."
image09,original,original,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/original/image09.jpg,image09.jpg,"A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event.",,"The base image shows: A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event. Original image used as the reference for comparing the XAI explanations."
image09,saliency,output_saliency,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_saliency/image09_saliency.png,image09_saliency.png,"A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event.","This XAI visualization compares an original image of a man holding a bird with a saliency map highlighting areas of interest in blue, and an overlay indicating the presence of ""chain mail"" with a logit score of 3.37, marked by green regions on the bird, suggesting the model's focus on the bird's texture as a key feature for its classification.","The base image shows: A man in a red shirt holds a gloved arm with a large bird of prey perched on it, surrounded by people at an outdoor event. Method saliency: Saliency Maps highlight the pixels where small changes would most affect the model output; brighter areas indicate greater sensitivity. The generated visualization can be visually described as: This XAI visualization compares an original image of a man holding a bird with a saliency map highlighting areas of interest in blue, and an overlay indicating the presence of ""chain mail"" with a logit score of 3.37, marked by green regions on the bird, suggesting the model's focus on the bird's texture as a key feature for its classification.."
image10,anchor,output_anchor,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_anchor/image10_anchor.png,image10_anchor.png,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.","This XAI visualization compares an original image of an elephant with its masked anchor, superpixel segmentation, and an overlay highlighting the ""tusker"" feature with a precision of 0.98 and coverage of 0.13, indicating the model's focus on the elephant's tusks and head as key discriminative areas.","The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Method anchor: Anchor Image identifies a set of superpixels that act as a sufficient rule for preserving the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of an elephant with its masked anchor, superpixel segmentation, and an overlay highlighting the ""tusker"" feature with a precision of 0.98 and coverage of 0.13, indicating the model's focus on the elephant's tusks and head as key discriminative areas.. Anchor metadata: predicted class 'tusker', probability 0.400, precision 0.984, coverage 0.127, anchor superpixels [8, 9, 3]."
image10,gradcam,output_gradcam,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_gradcam/image10_gradcam.png,image10_gradcam.png,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.","This XAI visualization compares an original image of an elephant with a heatmap and an overlay, highlighting the elephant's body with warm, bright regions, indicating a high confidence score of 7.04 for the ""tusker"" classification, suggesting the model focuses on the elephant's features to make its prediction.","The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Method gradcam: Grad-CAM highlights the warm regions of the map as the most relevant areas, indicating the parts of the image that most influenced the predicted class. The generated visualization can be visually described as: This XAI visualization compares an original image of an elephant with a heatmap and an overlay, highlighting the elephant's body with warm, bright regions, indicating a high confidence score of 7.04 for the ""tusker"" classification, suggesting the model focuses on the elephant's features to make its prediction.."
image10,integrated_gradients,output_ig,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_ig/image10_ig.png,image10_ig.png,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.","This XAI visualization compares an original image of an elephant with its Integrated Gradients (IG) absolute value heatmap, showing a grayscale IG |abs| representation, and an overlay highlighting the ""tusker"" feature with a score of 0.40, where the bright blue regions indicate areas of high importance contributing to the model's prediction of the elephant's tusks.","The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Method integrated_gradients: Integrated Gradients assigns importance to pixels by comparing the image with a baseline reference; the most intense regions concentrate the strongest contribution to the prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of an elephant with its Integrated Gradients (IG) absolute value heatmap, showing a grayscale IG |abs| representation, and an overlay highlighting the ""tusker"" feature with a score of 0.40, where the bright blue regions indicate areas of high importance contributing to the model's prediction of the elephant's tusks.."
image10,lime,output_lime,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_lime/image10_lime.png,image10_lime.png,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.","This XAI visualization compares an original image of an elephant with a superpixel mask and a LIME tusker explanation, highlighting the elephant's body and tusks in yellow, indicating their importance in the model's decision-making process, suggesting these features are key for identifying the elephant.","The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Method lime: LIME divides the image into superpixels and marks the regions that most support the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of an elephant with a superpixel mask and a LIME tusker explanation, highlighting the elephant's body and tusks in yellow, indicating their importance in the model's decision-making process, suggesting these features are key for identifying the elephant.."
image10,original,original,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/original/image10.jpg,image10.jpg,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.",,"The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Original image used as the reference for comparing the XAI explanations."
image10,saliency,output_saliency,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_saliency/image10_saliency.png,image10_saliency.png,"A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.","This XAI visualization compares an original image of an elephant with a saliency map and an overlay, highlighting areas of interest with warm, bright spots, particularly around the elephant's tusks and body, suggesting these features are significant for the model's classification of the image as a ""tusker"" with a logit score of 7.04.","The base image shows: A young elephant stands amidst tall grass, its large ears spread wide, and its trunk hanging down, showcasing its textured gray skin and small tusks in a natural, grassy environment.. Method saliency: Saliency Maps highlight the pixels where small changes would most affect the model output; brighter areas indicate greater sensitivity. The generated visualization can be visually described as: This XAI visualization compares an original image of an elephant with a saliency map and an overlay, highlighting areas of interest with warm, bright spots, particularly around the elephant's tusks and body, suggesting these features are significant for the model's classification of the image as a ""tusker"" with a logit score of 7.04.."
image11,anchor,output_anchor,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_anchor/image11_anchor.png,image11_anchor.png,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","This XAI visualization compares an original image of a turtle on a log with its masked anchor, superpixel segmentation, and an overlay highlighting the turtle with a precision of 0.98 and coverage of 0.25, indicating the model's focus on the turtle's body and shell while excluding background elements.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Method anchor: Anchor Image identifies a set of superpixels that act as a sufficient rule for preserving the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a turtle on a log with its masked anchor, superpixel segmentation, and an overlay highlighting the turtle with a precision of 0.98 and coverage of 0.25, indicating the model's focus on the turtle's body and shell while excluding background elements.. Anchor metadata: predicted class 'terrapin', probability 0.384, precision 0.975, coverage 0.248, anchor superpixels [7, 1]."
image11,gradcam,output_gradcam,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_gradcam/image11_gradcam.png,image11_gradcam.png,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","This XAI visualization compares an original image of a turtle on a log with a heatmap and an overlay, highlighting the turtle's body with warm, bright regions, indicating a high probability (logit=6.82) of the model's confidence in identifying the subject as a terrapin, suggesting the model focuses on the turtle's distinct features for accurate classification.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Method gradcam: Grad-CAM highlights the warm regions of the map as the most relevant areas, indicating the parts of the image that most influenced the predicted class. The generated visualization can be visually described as: This XAI visualization compares an original image of a turtle on a log with a heatmap and an overlay, highlighting the turtle's body with warm, bright regions, indicating a high probability (logit=6.82) of the model's confidence in identifying the subject as a terrapin, suggesting the model focuses on the turtle's distinct features for accurate classification.."
image11,integrated_gradients,output_ig,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_ig/image11_ig.png,image11_ig.png,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","This XAI visualization compares an original image of a terrapin resting on a log with its corresponding IG |abs| (gris) grayscale representation, IG heatmap, and an overlay highlighting the terrapin with a confidence score of 0.38, indicating areas of focus and importance for the model's decision-making process.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Method integrated_gradients: Integrated Gradients assigns importance to pixels by comparing the image with a baseline reference; the most intense regions concentrate the strongest contribution to the prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a terrapin resting on a log with its corresponding IG |abs| (gris) grayscale representation, IG heatmap, and an overlay highlighting the terrapin with a confidence score of 0.38, indicating areas of focus and importance for the model's decision-making process.."
image11,lime,output_lime,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/output_lime/image11_lime.png,image11_lime.png,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.","This XAI visualization compares an original image of a terrapin with a superpixel mask and a LIME (Local Interpretable Model-agnostic Explanations) overlay, highlighting the terrapin's outline in yellow, indicating the model's focus on the turtle's shape and features to identify it as a terrapin with a confidence score of 0.38.","The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Method lime: LIME divides the image into superpixels and marks the regions that most support the model prediction. The generated visualization can be visually described as: This XAI visualization compares an original image of a terrapin with a superpixel mask and a LIME (Local Interpretable Model-agnostic Explanations) overlay, highlighting the terrapin's outline in yellow, indicating the model's focus on the turtle's shape and features to identify it as a terrapin with a confidence score of 0.38.."
image11,original,original,/Users/haojie/PycharmProjects/TFM-Personalized-XAI/Imagenes/original/image11.jpg,image11.jpg,"A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.",,"The base image shows: A turtle with a patterned shell rests on a weathered tree stump protruding from calm, murky water, surrounded by scattered green algae.. Original image used as the reference for comparing the XAI explanations."
